Chemical System	Reaction	%A	%B	%C	Temperature, °C  	Reaction type   
Nd-Pd  	L + (Nd) ht + (Nd) rt  	9  	1  	1  	863  	unknown  
Nd-Pd  	L = (Nd) rt + Nd7Pd3  	17  	1.5  	30  	620  	Eutectic  
Nd-Pd  	L + NdPd rt = Nd7Pd3  	22  	50  	30  	690  	Peritectic  
Nd-Pd  	L = NdPd ht  	 	50  	 	952  	Congruent  
Nd-Pd  	NdPd ht = NdPd rt  	 	50  	 	708  	Polymorphic  
Nd-Pd  	L = NdPd ht + Nd3Pd4 ht  	52  	50.5  	57.1  	860  	Eutectic  
Nd-Pd  	L = Nd3Pd4 ht  	 	57.1  	 	970  	Congruent  
Nd-Pd  	Nd3Pd4 ht = Nd3Pd4  	 	57.1  	 	830  	Polymorphic  
Nd-Pd  	L + Nd3Pd4 ht = Nd2Pd3 ht  	61  	57.1  	60  	940  	Peritectic  
Nd-Pd  	Nd2Pd3 ht = Nd2Pd3 rt  	 	60  	 	875  	Polymorphic  
Nd-Pd  	L = Nd2Pd3 ht + NdPd2  	62  	60  	66.7  	896  	Eutectic  
Nd-Pd  	L + NdPd3 = NdPd2  	66  	74.5  	66.7  	1101  	Peritectic  
Nd-Pd  	L = NdPd3  	 	75  	 	1217  	Congruent  
Nd-Pd  	L + NdPd3 = NdPd5  	89  	77  	83.3  	1127  	Peritectic  
Nd-Pd  	L = NdPd5 + (Pd)  	92.7  	83.3  	97  	1067  	Eutectic  
Nd-Pt  	(Nd) ht = L + (Nd) rt  	3  	14  	1  	850  	Peritectic  
Nd-Pt  	L = (Nd) rt + Nd7Pt3  	20  	1  	30  	750  	Eutectic  
Nd-Pt  	L + Nd3Pt2 = Nd7Pt3  	28  	40  	30  	1030  	Peritectic  
Nd-Pt  	L + NdPt ht = Nd3Pt2  	33  	50  	40  	1300  	Peritectic  
Nd-Pt  	L = NdPt ht  	 	50  	 	1535  	Congruent  
Nd-Pt  	NdPt ht = NdPt rt  	 	50  	 	650  	Polymorphic  
Nd-Pt  	L + NdPt ht = Nd3Pt4  	58  	50  	57.1  	1420  	Peritectic  
Nd-Pt  	L = Nd3Pt4 + NdPt2  	50  	57.1  	66.7  	1400  	Eutectic  
Nd-Pt  	L = NdPt2  	 	66.7  	 	2020  	Congruent  
Nd-Pt  	L + NdPt2 = NdPt5  	84  	75  	83.3  	1730  	Peritectic  
Nd-Pt  	L = NdPt5 + (Pt)  	91.9  	83.3  	98.5  	1580  	Eutectic  
Nd-Pu  	L1 = L2 + (Nd) ht  	42  	83  	34  	860  	Monotectic  
Nd-Pu  	(Nd) ht = L2 + (Nd) rt  	33  	84  	27  	820  	Catatectic  
Nd-Pu  	L2 = (Nd) + (Pu) ht5  	97  	25  	98  	628  	Eutectic  
Nd-Pu  	(Nd) + (Pu) ht5 = (Pu) ht4  	17  	99  	98  	486  	Peritectoid  
Nd-Pu  	(Pu) ht5 + (Pu) ht3 = (Pu) ht4  	99.5  	98.5  	99.5  	480  	Peritectoid  
Nd-Pu  	(Pu) ht3 = (Nd) + (Pu) ht2  	99  	11  	100  	300  	Eutectoid  
Nd-Pu  	(Nd) + (Pu) ht2 + (Pu) ht1  	9.5  	100  	100  	215  	unknown  
Nd-Pu  	(Nd) + (Pu) ht1 + (Pu) rt  	8  	100  	100  	125  	unknown  
Nd-Rh  	L = (Nd) rt + Nd3.2Rh0.8  	13  	 	20  	720  	Eutectic  
Nd-Rh  	L = Nd3.2Rh0.8  	 	20  	 	810  	Congruent  
Nd-Rh  	L = Nd3.2Rh0.8 + Nd7Rh3  	24  	20  	30  	730  	Eutectic  
Nd-Rh  	L = Nd7Rh3  	 	30  	 	930  	Congruent  
Nd-Rh  	L = Nd7Rh3 + Nd3Rh2  	31.5  	30  	40  	890  	Eutectic  
Nd-Rh  	L + Nd5Rh4 = Nd3Rh2  	36  	44.4  	40  	1140  	Peritectic  
Nd-Rh  	L = Nd5Rh4  	 	44.4  	 	1410  	Congruent  
Nd-Rh  	L + Nd5Rh4 = NdRh  	61  	44.4  	47  	1270  	Peritectic  
Nd-Rh  	L = NdRh + NdRh2  	63  	47  	66  	1250  	Eutectic  
Nd-Rh  	L = NdRh2  	 	67  	 	1400  	Congruent  
Nd-Rh  	L = NdRh2 + NdRh3  	69  	68  	75  	1380  	Eutectic  
Nd-Rh  	L = NdRh3  	 	75  	 	1600  	Congruent  
Nd-Rh  	L = NdRh3 + (Rh)  	85  	75  	100  	1410  	Eutectic  
Nd-Ru  	L + (Nd) ht + (Nd) rt  	7  	0  	0  	863  	unknown  
Nd-Ru  	L = (Nd) rt + Nd3Ru  	13  	0  	25  	725  	Eutectic  
Nd-Ru  	L + Nd3Ru + Nd5Ru2  	25  	25  	28.6  	880  	unknown  
Nd-Ru  	L = Nd5Ru2  	 	28.6  	 	915  	Congruent  
Nd-Ru  	L + Nd5Ru2 + Nd7Ru3  	30  	28.6  	30  	890  	unknown  
Nd-Ru  	L = Nd7Ru3 + Nd5Ru3  	34  	30  	37  	855  	Eutectic  
Nd-Ru  	L + NdRu2 rt = Nd5Ru3  	36  	66.7  	37  	920  	Peritectic  
Nd-Ru  	L + (Ru) = NdRu2 rt  	57  	100  	66.7  	1600  	Peritectic  
Nd-S  	L = NdS rt  	 	50  	 	2450  	Congruent  
Nd-S  	L = NdS rt + Nd2.67S4 ht  	54  	50  	57.1  	1700  	Eutectic  
Nd-S  	L = Nd2.67S4 ht  	 	58.6  	 	1800  	Minimum  
Nd-Sb  	L = (Nd) ht + Nd2Sb  	6  	1  	33.3  	955  	Eutectic  
Nd-Sb  	(Nd) ht = (Nd) rt + Nd2Sb  	0.5  	0  	33.3  	840  	Eutectoid  
Nd-Sb  	L + Nd5Sb3 = Nd2Sb  	15  	37.5  	33.3  	1150  	Peritectic  
Nd-Sb  	L + Nd4Sb3 = Nd5Sb3  	33  	42.9  	37.5  	1690  	Peritectic  
Nd-Sb  	L + NdSb rt = Nd4Sb3  	37  	50  	42.9  	1800  	Peritectic  
Nd-Sb  	L = NdSb rt  	 	50  	 	2075  	Congruent  
Nd-Sb  	L = NdSb rt + NdSb2  	66  	50  	66.7  	1650  	Eutectic  
Nd-Sb  	L = NdSb2  	 	66.7  	 	1655  	Congruent  
Nd-Sb  	L = NdSb2 + (Sb)  	98  	66.7  	100  	626  	Eutectic  
Nd-Sc  	(Nd ht,Sc ht) = (Nd) rt  	 	22  	 	800  	Minimum  
Nd-Si  	(Nd) ht = L + (Nd) rt  	2  	11  	0  	837  	Catatectic  
Nd-Si  	L = (Nd) rt + Nd5Si3  	12.5  	0  	37  	792  	Eutectic  
Nd-Si  	L + Nd5Si4 = Nd5Si3  	31.6  	44.4  	37.5  	1477  	Peritectic  
Nd-Si  	L + NdSi = Nd5Si4  	36.3  	50  	44.4  	1567  	Peritectic  
Nd-Si  	L = NdSi  	 	50  	 	1677  	Congruent  
Nd-Si  	L = NdSi + NdSi2 ht  	56  	50  	64  	1577  	Eutectic  
Nd-Si  	NdSi1.5 ht = NdSi1.5 rt  	 	60  	 	527  	Polymorphic  
Nd-Si  	L = NdSi2 ht  	 	64  	 	1757  	Congruent  
Nd-Si  	L = NdSi2 ht + (Si)  	83  	66.7  	100  	1197  	Eutectic  
Nd-Si  	NdSi + NdSi1.5 ht = Nd2Si2.5  	50  	60  	57.1  	1397  	Peritectoid  
Nd-Si  	NdSi + NdSi2 ht = NdSi1.5 ht  	50  	64  	60  	1507  	Peritectoid  
Nd-Si  	NdSi1.5 rt + NdSi2 ht = NdSi2 rt  	60  	64  	64  	147  	Peritectoid  
Nd-Si  	NdSi2 ht = NdSi2 rt + (Si)  	66.8  	66.8  	100  	7.5  	Eutectoid  
Nd-Sn  	(Nd) ht = (Nd) rt + Nd5Sn3  	6  	2  	37.5  	820  	Eutectoid  
Nd-Sn  	L = (Nd) ht + Nd5Sn3  	12  	7  	37.5  	870  	Eutectic  
Nd-Sn  	L = Nd5Sn3  	 	37.5  	 	1660  	Congruent  
Nd-Sn  	L + Nd5Sn3 = Nd5Sn4  	48  	37.5  	44.4  	1558  	Peritectic  
Nd-Sn  	L + Nd5Sn4 = Nd11Sn10  	54.5  	44.4  	47.6  	1396  	Peritectic  
Nd-Sn  	L + Nd11Sn10 = NdSn  	55  	47.6  	50  	1257  	Peritectic  
Nd-Sn  	L = NdSn + Nd3Sn5  	60.5  	50  	62.5  	1130  	Eutectic  
Nd-Sn  	L + NdSn2 = Nd3Sn5  	61.5  	66.7  	62.5  	1140  	Peritectic  
Nd-Sn  	L = Nd3Sn5  	 	62.5  	 	1180  	Congruent  
Nd-Sn  	L + NdSn2 = Nd3Sn7  	72  	66.7  	70  	1145  	Peritectic  
Nd-Sn  	L + Nd3Sn7 = Nd2Sn5  	72.5  	70  	71.4  	1135  	Peritectic  
Nd-Sn  	L = Nd2Sn5 + NdSn3  	73  	71.4  	75  	1130  	Eutectic  
Nd-Sn  	L = NdSn3  	 	75  	 	1150  	Congruent  
Nd-Sn  	L + NdSn3 = (Sn) rt  	100  	75  	100  	240  	Peritectic  
Nd-Sn  	NdSn3 + (Sn) rt + (Sn) lt  	75  	100  	100  	13  	unknown  
Nd-Sr  	L1 = L2 + (Nd) ht  	13  	6  	98.2  	940  	Monotectic  
Nd-Sr  	L2 + (Nd) ht = (Nd) rt  	6.5  	99  	7  	865  	Peritectic  
Nd-Sr  	L2 = (Nd) rt + (Sr) ht  	99.38  	5.8  	99.67  	740  	Eutectic  
Nd-Ta  	L2 = L1 + (Ta)  	89.5  	0.47  	100  	2874  	Monotectic  
Nd-Ta  	L1 + (Nd) ht + (Ta)  	0  	0  	100  	1021  	unknown  
Nd-Ta  	(Nd) ht + (Nd) rt + (Ta)  	0  	0  	100  	863  	unknown  
Nd-Tb  	unknown  	 	 	 	 	 
Nd-Te  	L = (Nd) ht + NdTe  	10  	0  	50  	948  	Eutectic  
Nd-Te  	(Nd) ht + NdTe rt = (Nd) rt  	0  	50  	0  	845  	Eutectoid  
Nd-Te  	L = NdTe rt  	 	50  	 	2025  	Congruent  
Nd-Te  	L + NdTe rt = Nd3Te4 ht  	61  	50  	57.1  	1660  	Peritectic  
Nd-Te  	Nd3Te4 ht = Nd2Te3 rt  	 	57.1 - 60  	 	1000  	Polymorphic  
Nd-Te  	L + Nd3Te4 ht = NdTe2  	68  	60  	63.6  	1290  	Peritectic  
Nd-Te  	L + NdTe2 = Nd2Te5 ht  	89  	66.7  	71.4  	910  	Peritectic  
Nd-Te  	L + Nd2Te5 ht = NdTe3  	92  	71.4  	75  	850  	Peritectic  
Nd-Te  	L + NdTe3 + (Te)  	100  	75  	100  	449.57  	unknown  
Nd-Th  	(Th ht,Nd ht) + (Th) rt = (Nd) rt  	15  	20  	17  	950  	Peritectoid  
Nd-Ti  	L2 = L1 + (Ti) ht  	87  	31  	98  	1550  	Monotectic  
Nd-Ti  	L = (Nd) ht + (Ti) ht  	5  	1.5  	99.5  	960  	Eutectic  
Nd-Ti  	(Nd) ht + (Ti) ht = (Ti) rt  	1.5  	99.5  	99  	900  	Peritectoid  
Nd-Ti  	(Nd) ht = (Nd) rt + (Ti) rt  	1  	0  	99  	835  	Eutectoid  
Nd-Tl  	(Nd) ht = (Nd) rt + TlNd3  	10  	3  	24.5  	685  	Eutectoid  
Nd-Tl  	L + TlNd2 = TlNd3  	18  	33  	25  	795  	Peritectic  
Nd-Tl  	L + TlNd2 + Tl3Nd5  	33.3  	33.3  	37  	1045  	unknown  
Nd-Tl  	L + TlNd rt = Tl3Nd5  	35.5  	44  	37.5  	1095  	Peritectic  
Nd-Tl  	L = TlNd rt  	 	50  	 	1280  	Congruent  
Nd-Tl  	L + TlNd rt + Tl3Nd5  	62.5  	51  	62.5  	1100  	unknown  
Nd-Tl  	L = Tl3Nd5 + Tl3Nd  	69.5  	63  	75  	1045  	Eutectic  
Nd-Tl  	L = Tl3Nd  	 	75  	 	1065  	Congruent  
Nd-Tl  	L = Tl3Nd + (Tl) ht  	99.5  	75  	100  	300  	Eutectic  
Nd-Tl  	Tl3Nd + (Tl) ht + (Tl) rt  	75  	100  	100  	230  	unknown  
Nd-Tl  	L = (Nd) ht + TlNd3  	17  	12  	25  	785  	Eutectic  
Nd-Tm  	L + (Tm) = (Nd) ht  	40  	65  	55  	1200  	Peritectic  
Nd-U  	L1 + L2 + (U) ht2  	1  	100  	100  	1135  	unknown  
Nd-U  	L1 = (Nd) ht + (U) ht2  	0.5  	0  	100  	1020  	Eutectic  
Nd-U  	(Nd) ht + (Nd) rt + (U) ht2  	0  	0  	100  	863  	unknown  
Nd-V  	L2 = L1 + (V)  	99.4  	6.9  	99.9  	1900  	Monotectic  
Nd-V  	L1 + (Nd) ht + (V)  	0.5  	0  	100  	1018  	Eutectic  
Nd-V  	(Nd) ht + (Nd) rt + (V)  	0  	0  	100  	863  	unknown  
Nd-W  	L + (Nd) + (W)  	0  	0  	 	1021  	unknown  
Nd-W  	(Nd) ht + (Nd) rt + (W)  	0  	0  	 	863  	unknown  
Nd-Y  	unknown  	 	 	 	 	 
Nd-Yb  	L1 = L2 + (Yb) rt  	5  	3.5  	97  	1005  	Monotectic  
Nd-Yb  	(Nd) ht = L2 + (Nd) rt  	3.5  	97  	2.5  	855  	Catatectic  
Nd-Yb  	L2 = (Nd) rt + (Yb) ht  	97.5  	2.5  	98.2  	810  	Eutectic  
Nd-Yb  	(Yb) ht = (Nd) rt + (Yb) rt  	98.2  	2.5  	98.6  	780  	Eutectoid  
Nd-Zn  	(Nd) ht = (Nd) rt + ZnNd  	8.4  	1  	50  	622  	Eutectoid  
Nd-Zn  	L = (Nd) ht + ZnNd  	23.1  	9.5  	50  	630  	Eutectic  
Nd-Zn  	L = ZnNd  	 	50  	 	923  	Congruent  
Nd-Zn  	L = ZnNd + Zn2Nd  	57.5  	50  	66.7  	868  	Eutectic  
Nd-Zn  	L = Zn2Nd  	 	66.7  	 	926  	Congruent  
Nd-Zn  	Zn2Nd + Zn11Nd3 = Zn3Nd  	66.7  	78.6  	75  	849  	Peritectoid  
Nd-Zn  	L = Zn2Nd + Zn11Nd3  	73.7  	66.7  	78.6  	854  	Eutectic  
Nd-Zn  	L + Zn58Nd13 = Zn11Nd3  	76  	81.7  	78.6  	870  	Peritectic  
Nd-Zn  	L + Zn22Nd3 = Zn58Nd13  	80.5  	88  	81.7  	902  	Peritectic  
Nd-Zn  	L + Zn17Nd2 = Zn22Nd3  	86.5  	89.5  	88  	950  	Peritectic  
Nd-Zn  	L = Zn17Nd2  	 	89.5  	 	984  	Congruent  
Nd-Zn  	L + Zn11Nd + (Zn)  	100  	92  	100  	419.58  	unknown  
Nd-Zn  	L + Zn17Nd2 = Zn12Nd ht  	99  	89.5  	92  	780  	Peritectic  
Nd-Zn  	Zn17Nd2 + Zn12Nd ht = Zn11Nd  	89.5  	90.5  	90.5  	670  	Peritectoid  
Nd-Zn  	Zn12Nd ht = L + Zn11Nd  	99.5  	92  	92  	590  	Catatectic  

Found: 355 reactions
Return to Contents 

ASM Alloy Phase Diagrams Center, P. Villars, editor-in-chief; H. Okamoto and K. Cenzual, section editors;
http://www1.asminternational.org/AsmEnterprise/APD, ASM International, Materials Park, OH, USA, 2006-2015
© ASM International 2015. All Rights Reserved. Version 1.0.5.0

 	Alloy Phase Diagram Database™	Element 1: Element 2: Element 3:  
HomeExplorerSearchToolsHelp
 
Special Points Table

Return to Contents

Chemical System	Reaction	%A	%B	%C	Temperature, °C 	Reaction type 
Ag-Ni  	L2 = L1 + (Ni)  	97  	3.89  	99  	1435  	Monotectic  
Ag-Ni  	L1 = (Ag) + (Ni)  	0.321  	0.2  	99.5  	960  	Eutectic  
Al-Ni  	L = (Al) + NiAl3  	3  	0  	25  	639.9  	Eutectic  
Al-Ni  	L + Ni2Al3 = NiAl3  	15  	37  	25  	854  	Peritectic  
Al-Ni  	L + NiAl = Ni2Al3  	27  	42  	38.5  	1133  	Peritectic  
Al-Ni  	L = NiAl  	 	50  	 	1638  	Congruent  
Al-Ni  	L = NiAl + Ni3Al  	73.5  	69  	75  	1360  	Eutectic  
Al-Ni  	NiAl + Ni3Al = Ni5Al3 rt  	60.5  	72  	66  	700  	Peritectoid  
Al-Ni  	L + (Ni) = Ni3Al  	74  	77.5  	70  	1362  	Peritectic  
As-Ni  	NiAs2 ht = NiAs2 rt  	 	33.3  	 	600  	Polymorphic  
As-Ni  	L = NiAs2 ht + NiAs rt  	42  	25  	48.7  	853  	Eutectic  
As-Ni  	L = NiAs rt  	 	49.5  	 	970  	Congruent  
As-Ni  	L + NiAs rt = Ni11As8  	61  	50  	57.9  	830  	Peritectic  
As-Ni  	L = Ni11As8 + Ni5As2  	62.8  	57.9  	71.26  	804  	Eutectic  
As-Ni  	L = Ni5As2  	 	71.4  	 	1000  	Congruent  
As-Ni  	L = Ni5As2 + (Ni)  	76.6  	71.91  	95  	897  	Eutectic  
Au-Ni  	L = (Au,Ni)  	 	42.5  	 	955  	Minimum  
Au-Ni  	(Au,Ni) = (Au,Ni)1 + (Au,Ni)2  	 	70.6  	 	810.3  	Critical  
Ba-Ni  	L = (Ba) + (Ni)  	6  	0  	100  	600  	Eutectic  
Ba-Ni  	L2 = L1 + (Ni)  	100  	58  	100  	1455  	Monotectic  
Be-Ni  	(Be) ht = (Be) rt  	 	2  	 	1280  	Maximum  
Be-Ni  	L = (Be) ht  	 	8  	 	1390  	Congruent  
Be-Ni  	(Be) ht = (Be) rt + Be7Ni ht  	8.5  	4.5  	12  	1062  	Eutectoid  
Be-Ni  	L = Be7Ni ht  	 	16  	 	1395  	Congruent  
Be-Ni  	L + Be7Ni ht = BeNi  	26.5  	19  	25  	1240  	Peritectic  
Be-Ni  	L = BeNi  	 	50  	 	1605  	Congruent  
Be-Ni  	(Be) rt + Be7Ni ht + Be5Ni  	4.5  	14.5  	14.5  	850  	unknown  
Be-Ni  	L = (Be) ht + Be7Ni ht  	10.5  	10  	11.5  	1340  	Eutectic  
Be-Ni  	L = BeNi + (Ni)  	76.2  	51.6  	85  	1150  	Eutectic  
Bi-Ni  	L = (Bi) + NiBi3  	1  	0  	25  	270.3  	Eutectic  
Bi-Ni  	L + NiBi = NiBi3  	12  	51  	25  	469  	Peritectic  
Bi-Ni  	L + (Ni) = NiBi  	21  	100  	53  	654  	Peritectic  
B-Ni  	L + (B) rhom1 = NiB  	54  	0  	50  	1035  	Peritectic  
B-Ni  	L = NiB + Ni4B3 mon  	54.7  	50  	56.4  	1018  	Eutectic  
B-Ni  	L = Ni4B3 mon  	 	56.4  	 	1031  	Congruent  
B-Ni  	L + Ni4B3 mon = Ni4B3 orth  	58.4  	56.4  	58.4  	1030  	Peritectic  
B-Ni  	L = Ni4B3 orth + Ni2B  	60.5  	58.4  	66.7  	1018  	Eutectic  
B-Ni  	L = Ni2B  	 	66.7  	 	1125  	Congruent  
B-Ni  	L = Ni2B + Ni3B  	70  	66.7  	75  	1111  	Eutectic  
B-Ni  	L = Ni3B  	 	75  	 	1156  	Congruent  
B-Ni  	L = Ni3B + (Ni)  	83  	75  	100  	1093  	Eutectic  
Ca-Ni  	L = (Ca) ht + CaNi2  	16  	0  	66.7  	605  	Eutectic  
Ca-Ni  	(Ca) ht + (Ca) rt + CaNi2  	0  	0  	66.7  	443  	unknown  
Ca-Ni  	L + CaNi3 = CaNi2  	43  	75  	66.7  	897  	Peritectic  
Ca-Ni  	L + Ca2Ni7 = CaNi3  	70  	77.8  	75  	1157  	Peritectic  
Ca-Ni  	L + CaNi5 = Ca2Ni7  	74  	83.3  	77.8  	1187  	Peritectic  
Ca-Ni  	L + (Ni) = CaNi5  	78  	100  	83.3  	1230  	Peritectic  
Cd-Ni  	L = (Cd) + Cd5Ni  	1  	0  	12  	318  	Eutectic  
Cd-Ni  	L + CdNi = Cd5Ni  	11  	47.3  	19.5  	495  	Peritectic  
Cd-Ni  	L + (Ni) = CdNi  	33.5  	100  	50  	690  	Peritectic  
Ce-Ni  	(Ce) ht2 + (Ce) rt + Ce7Ni3  	0  	0  	30  	61  	unknown  
Ce-Ni  	L = Ce7Ni3  	 	30  	 	500  	Congruent  
Ce-Ni  	(Ce) ht1 = L + (Ce) ht2  	2  	7  	1  	700  	Catatectic  
Ce-Ni  	L = (Ce) ht2 + Ce7Ni3  	22  	1  	30  	477  	Eutectic  
Ce-Ni  	L = Ce7Ni3 + CeNi  	33  	70  	50  	495  	Eutectic  
Ce-Ni  	L = CeNi  	 	50  	 	680  	Congruent  
Ce-Ni  	L = CeNi + CeNi2  	55  	50  	66.7  	655  	Eutectic  
Ce-Ni  	L + CeNi3 = CeNi2  	62  	75  	66.7  	830  	Peritectic  
Ce-Ni  	L + Ce2Ni7 = CeNi3  	69  	77.8  	75  	930  	Peritectic  
Ce-Ni  	L + CeNi5 = Ce2Ni7  	72  	83.3  	77.8  	1065  	Peritectic  
Ce-Ni  	L = CeNi5  	 	83.3  	 	1340  	Congruent  
Ce-Ni  	L = CeNi5 + (Ni)  	91  	83.3  	99.5  	1210  	Eutectic  
Cl-Ni  	L1 = L2 + (Ni)  	99  	47  	100  	1455  	Monotectic  
Cl-Ni  	L = NiCl2 rt  	 	33.3  	 	1009.1  	Monotectic  
Cl-Ni  	L2 = (Ni) + NiCl2 rt  	35.3  	100  	33.3  	977.5  	Eutectic  
C-Ni  	L = (Ni) + (C) gra  	92  	97.3  	0  	1326.5  	Eutectic  
Cr-Ni  	L = (Cr) + (Ni)  	44  	32  	50  	1345  	Eutectic  
Cr-Ni  	(Cr) + (Ni) = CrNi2 rt  	2  	67  	66  	590  	Peritectoid  
Cu-Ni  	(Cu,Ni) = (Cu) + (Ni)  	 	67.3  	 	354.5  	Critical  
Dy-Ni  	L = DyNi  	 	50  	 	1248  	Congruent  
Dy-Ni  	L = DyNi + DyNi2 rt  	56  	50  	66.7  	1173  	Eutectic  
Dy-Ni  	L = Dy3Ni + Dy3Ni2  	31  	25  	40  	693  	Eutectic  
Dy-Ni  	L + DyNi = Dy3Ni2  	34  	50  	40  	928  	Peritectic  
Dy-Ni  	L + (Dy) ht + (Dy) rt  	2.5  	0  	0  	1381  	unknown  
Dy-Ni  	L + (Dy) rt = Dy3Ni  	27  	0  	25  	762  	Peritectic  
Dy-Ni  	L + DyNi3 = DyNi2 rt  	62  	75  	66.7  	1258  	Peritectic  
Dy-Ni  	L + Dy2Ni7 = DyNi3  	63  	77.8  	75  	1283  	Peritectic  
Dy-Ni  	L + DyNi4 = Dy2Ni7  	65  	80  	77.8  	1307  	Peritectic  
Dy-Ni  	L + Dy4Ni17 = DyNi4  	68  	81  	80  	1336  	Peritectic  
Dy-Ni  	L + DyNi5 = Dy4Ni17  	70  	83.3  	80  	1350  	Peritectic  
Dy-Ni  	L = DyNi5  	 	83.3  	 	1387  	Congruent  
Dy-Ni  	L + DyNi5 = Dy2Ni17  	91  	83.3  	89.5  	1321  	Peritectic  
Dy-Ni  	L = Dy2Ni17 + (Ni)  	93  	89.5  	100  	1279  	Eutectic  
Er-Ni  	L + (Er) = Er3Ni  	27  	0  	25  	845  	Peritectic  
Er-Ni  	L = Er3Ni + Er3Ni2  	31  	25  	50  	765  	Eutectic  
Er-Ni  	L + ErNi = Er3Ni2  	32  	50  	40  	800  	Peritectic  
Er-Ni  	L = ErNi  	 	50  	 	1100  	Congruent  
Er-Ni  	L = ErNi + ErNi2  	55  	50  	66.7  	1025  	Eutectic  
Er-Ni  	L + ErNi3 = ErNi2  	66  	75  	66.7  	1255  	Peritectic  
Er-Ni  	L + ErNi4 = ErNi3  	71  	80  	75  	1320  	Peritectic  
Er-Ni  	ErNi3 + ErNi4 = Er2Ni7  	75  	80  	77.8  	1275  	Peritectoid  
Er-Ni  	L + Er4Ni17 = ErNi4  	76.5  	81  	80  	1360  	Peritectic  
Er-Ni  	L + Er5Ni22 = Er4Ni17  	78.5  	81.5  	80  	1370  	Peritectic  
Er-Ni  	L + ErNi5 = Er5Ni22  	80  	83.3  	81.5  	1375  	Peritectic  
Er-Ni  	L = ErNi5  	 	83.3  	 	1380  	Congruent  
Er-Ni  	L + ErNi5 = Er2Ni17  	90.5  	83.3  	89.5  	1315  	Peritectic  
Er-Ni  	L = Er2Ni17 + (Ni)  	92  	89.5  	100  	1280  	Eutectic  
Eu-Ni  	L1 = (Eu) + EuNi  	1  	0  	50  	815  	Eutectic  
Eu-Ni  	L2 = L1 + EuNi  	42  	7  	50  	1040  	Monotectic  
Eu-Ni  	L = EuNi  	 	50  	 	1100  	Congruent  
Eu-Ni  	L = EuNi + EuNi2  	59  	50  	66.7  	1000  	Eutectic  
Eu-Ni  	L + EuNi5 = EuNi2  	64  	83.3  	66.7  	1070  	Peritectic  
Eu-Ni  	L = EuNi5  	 	83.3  	 	1440  	Congruent  
Eu-Ni  	L + EuNi5 = Eu2Ni17  	92  	83.3  	89.5  	1240  	Peritectic  
Eu-Ni  	L = Eu2Ni17 + (Ni)  	93  	89.5  	100  	1200  	Eutectic  
Fe-Ni  	L + (Fe) rt = (Fe ht,Ni)  	4.9  	3.5  	4.2  	1514  	Peritectic  
Fe-Ni  	(Fe ht,Ni) = (Fe) rt + FeNi3 rt  	49  	4.7  	63  	347  	Eutectoid  
Fe-Ni  	(Fe ht,Ni) = FeNi3 rt  	 	72  	 	517  	Maximum  
Ga-Ni  	L + Ni0.97Ga3.82 = (Ga)  	0  	20  	0  	30.2  	Peritectic  
Ga-Ni  	L + Ni2Ga3 = Ni0.97Ga3.82  	3  	40  	20  	363  	Peritectic  
Ga-Ni  	L + NiGa = Ni2Ga3  	23  	42  	40  	895  	Peritectic  
Ga-Ni  	L = NiGa  	 	64.5  	 	1220  	Congruent  
Ga-Ni  	L = NiGa + Ni3Ga  	70.5  	69.6  	74  	1210  	Eutectic  
Ga-Ni  	L + (Ni) = Ni3Ga  	71  	75.7  	75  	1212  	Peritectic  
Ga-Ni  	Ni2Ga3 + NiGa = Ni3Ga4 rt  	40  	45  	42.9  	542  	Peritectoid  
Ga-Ni  	NiGa + Ni3Ga = Ni1.8Ga ht  	64.5  	70  	65  	949  	Peritectoid  
Ga-Ni  	Ni1.8Ga ht = Ni13Ga9 rt  	 	57.8-60.8  	 	680  	Polymorphic  
Ga-Ni  	Ni1.8Ga ht + Ni3Ga = Ni5Ga3 rt  	62  	70  	62.5  	741  	Peritectoid  
Gd-Ni  	L + (Gd) ht + (Gd) rt  	10  	0  	0  	1235  	unknown  
Gd-Ni  	L + (Gd) rt = Gd3Ni  	28  	0  	25  	735  	Peritectic  
Gd-Ni  	L = Gd3Ni + Gd3Ni2  	32  	25  	40  	635  	Eutectic  
Gd-Ni  	L + GdNi = Gd3Ni2  	35  	50  	40  	690  	Peritectic  
Gd-Ni  	L = GdNi  	 	50  	 	1280  	Congruent  
Gd-Ni  	L = GdNi + GdNi2  	56  	50  	66.7  	880  	Eutectic  
Gd-Ni  	L + GdNi3 = GdNi2  	59  	75  	66.7  	1010  	Peritectic  
Gd-Ni  	L + Gd2Ni7 = GdNi3  	62  	77.8  	75  	1110  	Peritectic  
Gd-Ni  	L + GdNi4 = Gd2Ni7  	65  	80  	77.8  	1200  	Peritectic  
Gd-Ni  	L + GdNi5 = GdNi4  	67  	83.3  	80  	1270  	Peritectic  
Gd-Ni  	L = GdNi5  	 	83.3  	 	1480  	Congruent  
Gd-Ni  	L + GdNi5 = Gd2Ni17  	94.5  	83.3  	89.5  	1285  	Peritectic  
Gd-Ni  	L = Gd2Ni17 + (Ni)  	95  	89.5  	100  	1275  	Eutectic  
Ge-Ni  	L = (Ge) + NiGe  	33  	0  	50  	762  	Eutectic  
Ge-Ni  	L + Ni1.5Ge ht = NiGe  	45  	55  	50  	850  	Peritectic  
